City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,luderitz,-26.6481,15.1594,12.31,78,10,4.28,NA,1721777014
83,bredasdorp,-34.5322,20.0403,10.12,76,98,2.74,ZA,1721777015
84,isangel,-19.55,169.2667,23.06,78,75,2.06,VU,1721777016
85,weno,7.4515,151.8468,27.97,89,100,0.0,FM,1721777016
86,carbonear,47.7332,-53.2148,20.41,68,100,4.06,CA,1721777017
87,punta arenas,-53.15,-70.9167,4.06,75,40,16.46,CL,1721776826
88,saint-pierre,-21.3393,55.4781,19.82,56,0,3.09,RE,1721777018
89,sarina,-21.4333,149.2167,21.73,1,39,4.9,AU,1721777019
90,hermanus,-34.4187,19.2345,8.78,79,80,4.43,ZA,1721777019
91,georgetown,5.4112,100.3354,27.96,78,20,1.03,MY,1721777020
92,aasiaat,68.7098,-52.8699,3.78,94,51,3.16,GL,1721776755
93,scarborough,54.2797,-0.4044,13.14,90,93,0.66,GB,1721776860
94,harnai,30.1005,67.9374,30.07,58,78,1.05,PK,1721777021
95,thompson,55.7435,-97.8558,24.09,33,40,3.09,CA,1721777022
96,tokar,18.4254,37.729,33.03,40,100,12.26,SD,1721777022
97,ramban,33.25,75.25,22.8,88,35,1.79,IN,1721777023
98,grytviken,-54.2811,-36.5092,-6.84,77,25,7.02,GS,1721777023
99,prince albert,53.2001,-105.7677,22.97,73,75,4.12,CA,1721777024
100,inarajan village,13.2736,144.7484,30.78,89,100,4.96,GU,1721777025
101,khanty-mansiysk,61.0042,69.0019,15.06,58,0,4.0,RU,1721777026
102,iskushuban,10.2837,50.23,27.66,54,100,10.57,SO,1721777026
103,morant bay,17.8815,-76.4093,31.79,80,5,5.49,JM,1721777027
104,nova sintra,14.8667,-24.7167,24.25,82,97,5.25,CV,1721777027
105,labytnangi,66.6572,66.4183,8.27,71,63,3.49,RU,1721777028
106,susuman,62.7833,148.1667,19.34,74,100,1.9,RU,1721777028
107,edinburgh of the seven seas,-37.0676,-12.3116,14.86,86,99,18.85,SH,1721777029
108,les sables-d'olonne,46.6667,-1.8333,14.44,90,12,2.7,FR,1721777029
109,tolanaro,-25.0319,46.9987,19.04,94,75,4.12,MG,1721777031
110,holualoa,19.6228,-155.9522,28.08,73,20,5.14,US,1721777031
111,esil,51.9556,66.4042,14.6,82,91,3.92,KZ,1721777032
112,magadan,59.5667,150.8,16.94,79,99,0.92,RU,1721777033
113,bilibino,68.0546,166.4372,16.06,95,100,1.39,RU,1721777033
114,az zulfi,26.2995,44.8154,30.12,15,47,3.25,SA,1721777034
115,kiruna,67.8557,20.2251,9.51,100,51,1.54,SE,1721777035
116,montmagny,48.9734,2.3469,17.79,76,100,2.57,FR,1721777035
117,lubang,13.8584,120.124,28.74,83,100,12.08,PH,1721777036
118,guiuan,11.0333,125.7247,29.03,73,100,4.88,PH,1721777036
119,gamboula,4.1178,15.1393,20.89,90,83,0.61,CF,1721777037
120,cadale,2.7603,46.3222,24.65,87,93,7.47,SO,1721777037
121,kayangel,8.0823,134.7173,26.67,86,100,4.45,PW,1721777038
122,aoulef,26.9667,1.0833,38.95,8,1,6.59,DZ,1721777038
123,lompoc,34.6391,-120.4579,28.66,60,0,5.66,US,1721777039
124,rantepao,-2.9701,119.8978,19.43,98,100,0.35,ID,1721777040
125,berezovyy,51.6667,135.7,16.66,89,90,0.61,RU,1721777040
126,ondjiva,-17.0667,15.7333,14.02,17,0,2.06,AO,1721777041
127,cidreira,-30.1811,-50.2056,16.38,91,83,3.95,BR,1721777041
128,brisas de zicatela,15.8369,-97.0419,29.23,71,100,1.61,MX,1721777042
129,jamestown,42.097,-79.2353,25.77,66,100,1.54,US,1721777042
130,chibuto,-24.6867,33.5306,17.9,81,12,3.85,MZ,1721777043
131,itacoatiara,-3.1431,-58.4442,27.71,50,21,0.72,BR,1721777044
132,sinabang,2.4803,96.3801,26.98,85,84,2.38,ID,1721777044
133,karagandy,49.8019,73.1021,15.97,70,79,1.37,KZ,1721777045
134,mubi,10.2676,13.2644,21.8,93,97,0.48,NG,1721777045
135,wewak,-3.5534,143.6268,25.57,93,100,6.09,PG,1721777046
136,kingston,17.997,-76.7936,31.53,66,20,8.75,JM,1721776930
137,keflavik,64.0049,-22.5624,10.95,100,100,8.75,IS,1721777047
138,dudinka,69.4058,86.1778,11.51,54,100,10.53,RU,1721777048
139,lebyazh'ye,55.2689,66.4947,12.25,94,100,5.2,RU,1721777049
140,hiratacho,35.4333,132.8167,28.01,89,75,3.09,JP,1721777049
141,valdosta,30.8327,-83.2785,31.95,71,0,4.12,US,1721777050
142,talnakh,69.4865,88.3972,13.36,58,100,1.34,RU,1721777050
143,ust-nera,64.5667,143.2,21.8,65,89,2.33,RU,1721777051
144,dan khun thot,15.2085,101.7714,25.42,77,100,6.87,TH,1721777051
145,avarua,-21.2078,-159.775,25.03,73,30,3.6,CK,1721777052
146,tucumcari,35.1717,-103.725,32.75,23,20,4.12,US,1721777022
147,cockburn town,21.4612,-71.1419,28.17,81,3,9.53,TC,1721776861
148,sitka,57.0531,-135.33,12.94,88,100,1.54,US,1721777053
149,papao,-17.75,-149.55,26.82,71,15,7.68,PF,1721777054
150,rawatbhata,24.9333,75.5833,26.9,88,100,5.88,IN,1721777055
151,tomatlan,19.9333,-105.25,28.45,75,100,0.2,MX,1721777055
152,diamantina,-18.2494,-43.6003,13.31,65,1,2.71,BR,1721777056
153,ponta delgada,37.7333,-25.6667,23.4,78,75,3.6,PT,1721777056
154,el alto,-4.2714,-81.2147,18.81,77,22,7.45,PE,1721776993
155,san antonio,29.4241,-98.4936,30.26,71,100,3.09,US,1721776671
156,daru,-9.0763,143.2092,25.31,87,83,7.68,PG,1721777058
157,kodiak,57.79,-152.4072,11.73,100,100,1.54,US,1721777058
158,toba,34.4833,136.85,30.0,83,100,2.08,JP,1721777059
159,fort mcmurray,56.7268,-111.381,26.77,57,100,3.09,CA,1721777037
160,vila do maio,15.1333,-23.2167,25.44,82,99,3.56,CV,1721777060
161,alofi,-19.0595,-169.9187,25.94,69,75,6.69,NU,1721777061
162,brigantine,39.4101,-74.3646,27.86,79,88,5.09,US,1721777062
163,iqaluit,63.7506,-68.5145,15.85,41,75,6.71,CA,1721777062
164,santiago de cao,-7.9589,-79.2392,17.07,88,5,4.63,PE,1721777063
165,auburn,47.3073,-122.2284,26.23,45,20,4.63,US,1721777063
166,qaqortoq,60.7167,-46.0333,5.57,95,100,1.01,GL,1721777064
167,pimenta bueno,-11.6725,-61.1936,25.23,28,15,1.29,BR,1721777065
168,jiayuguan,39.8167,98.3,17.99,48,0,1.33,CN,1721777065
169,colares,38.7992,-9.4469,22.82,74,1,0.45,PT,1721777066
170,olonkinbyen,70.9221,-8.7187,4.44,92,100,7.2,SJ,1721777066
171,carnarvon,-24.8667,113.6333,14.96,72,15,6.74,AU,1721777067
172,constantia,44.1833,28.65,21.38,49,35,4.25,RO,1721777067
173,korla,41.7597,86.1469,27.15,30,2,2.45,CN,1721777068
174,wanning,18.8003,110.3967,26.11,88,100,2.72,CN,1721777068
175,saint-philippe,-21.3585,55.7679,19.77,77,38,3.11,RE,1721777069
176,basco,20.4487,121.9702,29.02,86,100,19.51,PH,1721777070
177,moose jaw,50.4001,-105.5344,28.15,65,0,10.29,CA,1721776982
178,at taj,24.2049,23.2857,30.45,16,85,3.46,LY,1721777071
179,deqen,29.9618,90.7188,10.12,95,100,1.64,CN,1721777071
180,altayskoye,51.9533,85.3325,15.87,90,5,2.2,RU,1721777072
181,ciudad bolivar,8.1222,-63.5497,25.91,88,97,3.48,VE,1721777072
182,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.06,GF,1721777073
183,chapaev,50.2,51.1667,19.55,71,98,4.28,KZ,1721777073
184,stanley,54.868,-1.6985,13.01,91,0,1.03,GB,1721777074
185,acarau,-2.8856,-40.12,25.84,82,11,8.64,BR,1721777075
186,nar'yan-mar,67.6713,53.087,7.77,87,4,2.98,RU,1721777076
187,harstad,68.799,16.5293,13.66,97,100,6.71,NO,1721777076
188,petropavlovsk-kamchatsky,53.0452,158.6483,11.33,100,100,4.0,RU,1721777077
189,temara,33.9287,-6.9066,24.68,88,62,0.0,MA,1721777077
190,norilsk,69.3535,88.2027,12.27,60,100,1.86,RU,1721777078
191,tabou,4.423,-7.3528,24.59,81,74,3.72,CI,1721777079
192,muriti,-1.9833,32.9167,22.99,67,5,3.12,TZ,1721777080
193,pembroke,45.8168,-77.1162,25.66,50,91,3.29,CA,1721776954
194,sainte-livrade-sur-lot,44.3993,0.5912,22.06,93,2,2.39,FR,1721777081
195,shirgaon,19.7,72.7,26.85,88,100,9.29,IN,1721777081
196,santa ana,33.7456,-117.8678,36.28,48,20,5.14,US,1721777082
197,guerrero negro,27.9769,-114.0611,24.83,61,100,7.42,MX,1721777082
198,mount gambier,-37.8333,140.7667,10.76,53,100,5.75,AU,1721777083
199,prince rupert,54.3161,-130.3201,14.83,90,100,7.72,CA,1721777083
200,makakilo city,21.3469,-158.0858,29.2,61,40,8.23,US,1721777084
201,mount isa,-20.7333,139.5,16.87,42,21,0.0,AU,1721777085
202,suva,-18.1416,178.4415,26.71,74,75,4.63,FJ,1721777085
203,sampit,-2.5333,112.95,23.08,98,74,0.82,ID,1721777086
204,vorgashor,67.5833,63.95,7.17,74,20,3.45,RU,1721777087
205,luanda,-8.8368,13.2343,21.0,88,1,4.12,AO,1721777087
206,chagoda,59.164,35.3285,13.71,74,3,0.25,RU,1721777088
207,peace river,56.2501,-117.286,23.17,30,0,8.75,CA,1721777088
208,kalengwa,-13.4659,25.0027,13.18,27,0,2.38,ZM,1721777089
209,port blair,11.6667,92.75,28.02,89,75,4.12,IN,1721777090
210,kununurra,-15.7667,128.7333,14.99,82,16,0.0,AU,1721776972
211,valparaiso,-33.0393,-71.6273,13.89,62,20,1.03,CL,1721776837
212,praia da vitoria,38.7333,-27.0667,23.2,83,20,2.51,PT,1721777091
213,sosnovo-ozerskoye,52.5249,111.5418,17.35,86,21,2.38,RU,1721777092
214,fortuna,40.5982,-124.1573,21.07,66,0,6.69,US,1721777092
215,swift current,50.2834,-107.8014,36.45,20,0,2.57,CA,1721777093
216,kitimat,54.0524,-128.6534,14.21,94,100,1.35,CA,1721777093
217,tsiombe,-25.3,45.4833,18.98,75,0,4.46,MG,1721777094
218,todos santos,23.45,-110.2167,34.06,78,10,2.16,MX,1721777095
219,vadso,70.0744,29.7487,18.49,63,93,2.57,NO,1721777095
220,serhiyivka,46.0272,30.3768,24.4,46,91,6.51,UA,1721777096
221,pacific grove,36.6177,-121.9166,26.8,67,0,3.6,US,1721777096
222,nouadhibou,20.931,-17.0347,20.7,90,55,0.65,MR,1721777097
223,yurty,56.0498,97.6348,15.87,98,100,6.05,RU,1721777097
224,naolinco de victoria,19.65,-96.85,18.16,100,100,0.72,MX,1721777098
225,buka,40.8108,69.1986,25.62,25,0,1.45,UZ,1721777098
226,goba,7.0167,39.9833,10.59,89,91,2.12,ET,1721777099
227,freetown,8.484,-13.2299,25.31,83,86,4.77,SL,1721777100
228,murghob,38.1702,73.9667,11.58,41,100,1.3,TJ,1721777100
229,chanute,37.6792,-95.4572,32.06,40,0,0.0,US,1721777101
230,tovuz,40.9922,45.6289,23.5,61,22,3.54,AZ,1721777101
231,deori khas,23.4,79.0167,24.91,93,100,5.33,IN,1721777102
232,pikalevo,59.5183,34.1664,10.96,68,0,1.84,RU,1721777102
233,al lagowa,11.4,29.1333,22.58,85,95,1.51,SD,1721777103
234,gounou gaya,9.6294,15.5132,22.7,91,100,1.56,TD,1721777103
235,portland,45.5234,-122.6762,29.27,41,0,5.14,US,1721776936
236,weatherford,32.7593,-97.7972,31.27,58,97,1.79,US,1721777105
237,middle island,40.8843,-72.9373,24.69,91,100,2.06,US,1721777105
238,coari,-4.085,-63.1414,27.56,49,38,0.31,BR,1721777106
239,thurgoona,-36.0451,146.9919,9.81,100,100,1.49,AU,1721777106
240,taroa,8.7058,171.2275,28.12,80,28,5.37,MH,1721777107
241,puerto aysen,-45.4,-72.7,9.59,99,99,2.62,CL,1721777107
242,huatabampo,26.8333,-109.6333,33.18,56,59,5.75,MX,1721777108
243,nakonde,-9.3421,32.745,11.22,58,0,2.26,ZM,1721777108
244,castlebar,53.85,-9.3,14.07,95,82,1.13,IE,1721777109
245,north bend,43.4065,-124.2243,23.32,67,0,12.86,US,1721776958
246,la passe,45.5549,-0.8967,19.13,89,9,3.58,FR,1721777110
247,varadero,23.1536,-81.2514,30.42,81,7,7.78,CU,1721776829
248,monrovia,6.3005,-10.7969,24.87,81,97,4.97,LR,1721777111
249,port alfred,-33.5906,26.891,13.43,93,5,1.34,ZA,1721777112
250,minas de marcona,-15.2119,-75.1103,11.31,84,11,6.2,PE,1721777112
251,matoury,4.8483,-52.3317,27.98,78,0,2.06,GF,1721777113
252,santa marta de ortigueira,43.6833,-7.85,20.7,93,3,0.45,ES,1721777113
253,port elizabeth,-33.918,25.5701,14.62,86,0,4.63,ZA,1721777114
254,rangia,26.4667,91.6333,27.97,97,99,1.53,IN,1721777115
255,sutherlin,43.3901,-123.3126,31.71,28,0,4.63,US,1721777115
256,bardai,11.65,7.2333,21.5,96,78,2.84,NG,1721777116
257,radashkovichy,54.1551,27.2424,19.13,71,95,2.45,BY,1721777116
258,ghadamis,30.1337,9.5007,28.4,43,0,7.69,LY,1721777117
259,francistown,-21.17,27.5079,15.36,33,0,1.64,BW,1721777117
260,verkhnevilyuysk,63.4453,120.3167,14.45,49,77,3.87,RU,1721777118
261,aykhal,66.0,111.5,11.22,56,100,6.26,RU,1721777118
262,malindi,-3.2175,40.1191,24.37,82,42,5.74,KE,1721777119
263,geraldton,-28.7667,114.6,7.23,93,5,3.09,AU,1721777120
264,taltal,-25.4,-70.4833,15.59,63,0,1.97,CL,1721777120
265,filey,54.21,-0.2892,13.21,89,92,1.08,GB,1721777121
266,beipiao,41.7919,120.7792,25.17,73,35,1.82,CN,1721777122
267,flying fish cove,-10.4217,105.6791,23.82,78,75,3.09,CX,1721777123
268,shatrovo,56.5167,64.6333,12.84,82,100,4.16,RU,1721777124
269,gaalkacyo,6.7697,47.4308,24.27,71,93,9.61,SO,1721777124
270,sinop,41.7711,34.8709,18.54,78,2,1.79,TR,1721777125
271,tateyama,34.9833,139.8667,27.08,86,99,7.63,JP,1721777125
272,mocimboa,-11.3167,40.35,19.9,84,3,3.54,MZ,1721777126
273,chorbane,35.2858,10.3858,24.94,57,0,7.89,TN,1721777126
274,cheney,47.4874,-117.5758,31.25,16,20,4.12,US,1721777127
275,santiago,-33.4569,-70.6483,12.02,74,75,1.03,CL,1721776743
276,chinsali,-10.5414,32.0816,13.23,42,0,2.74,ZM,1721777128
277,vilyuchinsk,52.9306,158.4028,12.15,92,100,2.32,RU,1721777129
278,east london,-33.0153,27.9116,15.87,62,0,5.79,ZA,1721777129
279,chul'man,56.8479,124.9104,19.82,65,1,1.36,RU,1721777130
280,karratha,-20.7377,116.8463,17.66,80,1,3.21,AU,1721777130
281,turpan,42.9333,89.1667,32.92,19,0,2.82,CN,1721777131
282,hotan,37.0997,79.9269,26.55,26,76,1.01,CN,1721777131
283,severnoye,56.3491,78.3619,16.44,98,100,3.84,RU,1721777132
284,west bay,19.3667,-81.4167,31.14,70,20,5.14,KY,1721777132
285,santa sylvina,-27.8326,-61.1375,23.25,34,99,3.79,AR,1721777133
